Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 75804-2021,Caratulado: COMUNIDAD DE AGUAS SUBTERRÁNEAS SECTOR TRES LA PUERTA-MAL PASO/SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 18-04-2022,Potestad sancionadora y fiscalizadora,Programa de cumplimiento,"Programa de cumplimiento, Recurso de reclamación, Inadmisibilidad del recurso de casación en el fondo, Resolución sancionatoria, Naturaleza jurídica de las resoluciones judiciales, Resoluciones susceptibles de recurso de casación en el fondo, Primer tribunal ambiental, Superintendencia de medio ambiente (sma)","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?entm
Rol: 122110-2020,Caratulado: JARA JARA LEONARDO ARIEL CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACIÓN AMBIENTAL (A),Fecha sentencia: 08-03-2022,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Tutela judicial efectiva, Invalidación del acto administrativo, No se denuncia infracción a la norma decisoria litis, Actuación de oficio de la Corte Suprema, Estudio de impacto ambiental (EIA), Invalidación facultad, Invalidación impropia, Tercero absoluto, Peticiones subsidiarias casación, Carácter estricto del recurso, Reclamación en contra de una invalidación ambiental, Principio pro actione, Servicio de evaluación ambiental (sea), Terminal marítimo","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dgq7
Rol: 82391-2021,Caratulado: ENAP REFINERÍAS S.A./SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 21-02-2022,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Procedimiento administrativo sancionador, Admisibilidad del recurso de casación en el fondo, Naturaleza jurídica de la sentencia, Superintendencia del medio ambiente (sma), Admisibilidad del recurso de casación en la forma, Reclamación en contra de una resolución de la SMA, Segundo Tribunal Ambiental, Resoluciones susceptibles de casación en el fondo, Resoluciones susceptibles de casación en la forma","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLES RECURSOS DE CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?e527
Rol: 58263-2021,Caratulado: COLLAO/CORPORACION NACIONAL FORESTAL,Fecha sentencia: 21-02-2022,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Reglas de la sana crítica, Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Corporación Nacional Forestal (CONAF), Plan de manejo, Obras civiles, Segundo Tribunal Ambiental, Bosque esclerófilo, Patrimonio arqueológico, Plan de Reforestación, Fauna silvestre, Causal de casación en la forma, Reclamación en contra de una invalidación ambiental, Bosque nativo de conservación y protección, Bosque nativo de uso múltiple","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA, CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dvrg
Rol: 56245-2021,Caratulado: LETELIER VASQUEZ ANDRES ALFREDO CON COMISION DE EVALUACION AMBIENTAL (A),Fecha sentencia: 07-02-2022,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Legitimación activa, Admisibilidad del recurso de casación en el fondo, Naturaleza jurídica de la resolución impugnada, Segundo Tribunal Ambiental, Resoluciones susceptibles de recurso de casación en el fondo, Reclamación en contra de una invalidación ambiental, Comisión de evaluación ambiental de la región libertador bernardo o¿higgins","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?fdhz
Rol: 34496-2021,Caratulado: CIA PUERTO DE CORONEL/SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 26-01-2022,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Decaimiento del procedimiento administrativo, Formulación de cargos, Interrupción de la prescripción extintiva, Manifiesta falta de fundamento, Procedimiento sancionatorio, Programa de cumplimiento, Admisibilidad del recurso de casación en el fondo, Ausencia de error de derecho, Superintendencia del medio ambiente (sma), Prescripción de la infracción administrativa, Sanción de multa, Norma de ruido, Reclamación en contra de una resolución de la SMA, Tercer Tribunal Ambiental de Valdivia, Plazo de tres años","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c51u
Rol: 97383-2020,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL CON AGRÍCOLA Y FRUTÍCOLA VENETO LTDA. (A),Fecha sentencia: 24-01-2022,Sistema de Evaluación de impacto ambiental (SEIA),Declaración de impacto ambiental (dia),"Principio preventivo, Servicio de evaluación ambiental (SEA), Comité de Ministros, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Plantel de cerdos, Reclamación del titular en el SEIA, Tercer Tribunal Ambiental, Agricultura, Principio pro natura, Comisión de evaluación ambiental de la región de ñuble, Permiso ambiental sectorial 160 (pas 160), Permiso ambiental sectorial mixto, Permiso para subdividir y urbanizar terrenos rurales","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c5tp
Rol: 97383-2020,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL CON AGRÍCOLA Y FRUTÍCOLA VENETO LTDA. (A),Fecha sentencia: 24-01-2022,Sistema de Evaluación de impacto ambiental (SEIA),Declaración de impacto ambiental (dia),"Principio preventivo, Servicio de evaluación ambiental (SEA), Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Plantel de cerdos, Reclamación del titular en el SEIA, Tercer Tribunal Ambiental, Principio pro natura, Comisión de evaluación ambiental de la región de ñuble, Permiso ambiental sectorial 160 (pas 160), Permiso ambiental sectorial mixto","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?enzj
Rol: 31124-2021,Caratulado: ILUSTRE MUNICIPALIDAD DE SAN FELIPE/EMPRESA MINERA JORGE GONZALEZ,Fecha sentencia: 13-12-2021,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Excepción de cosa juzgada, Manifiesta falta de fundamento, Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Daño ambiental, Fijación de los hechos por los jueces de la instancia, Daño a la flora, Ilustre Municipalidad de San Felipe, Segundo Tribunal Ambiental, Causal de casación en la forma, Vicio alegado no constituye causal de casación en la forma, Tala ilegal de bosques, Se invoca motivo de casación formal, No se denuncia o verifica infracción a normas reguladoras de la prueba","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA, CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dvrh
Rol: 35692-2021,Caratulado: SERVICIO DE EVALUACIÓN AMBIENTAL/COMUNIDAD INDÍGENA COLLA DEL RÍO JORQUERA Y SUS AFLUENTES,Fecha sentencia: 13-12-2021,Sistema de Evaluación de impacto ambiental (SEIA),Estudio de impacto ambiental (eia),"Consulta indígena, Recurso de reclamación, Servicio de evaluación ambiental (SEA), Comunidad indígena, Invalidación administrativa, Tercero absoluto, Comisión de Evaluación Ambiental (CEA), Evaluación de Impacto Ambiental, Primer tribunal ambiental, Trashumancia","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA, CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?c5gi
Rol: 44081-2020,Caratulado: HUERTA BAU CATALINA CON SERVICIO DE EVALUACIÓN AMBIENTAL (A),Fecha sentencia: 06-12-2021,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Acto trámite, Derecho de impugnación, Solicitud de invalidación, Admisibilidad del recurso de casación en el fondo, Deber de inhibición, Nulidad de oficio, Actuación de oficio de la Corte Suprema, Invalidación de un acto administrativo, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Empresa de Ferrocarriles del Estado (EFE), Inhibición del conocimiento, Reclamación en contra de la invalidación ambiental, Segundo Tribunal Ambiental, Resolución susceptible de recurso de casación","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dgq9
Rol: 144349-2020,Caratulado: ORTÚZAR/SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 23-08-2021,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Infracción permanente, Manifiesta falta de fundamento, Principio de congruencia, Recurso de reclamación, Ultra petita, Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Prescripción de la infracción administrativa, Principio precautorio, Resolución de Calificación Ambiental (RCA), Normas decisoria litis no invocadas, Tercer Tribunal Ambiental, Superintendencia del Medio Ambiente, Condiciones anaeróbicas, Centro piscícola, Información ambiental (infa), Anaerobismo","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA, CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?enzk
Rol: 154847-2020,Caratulado: MATURANA/DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACIÓN AMBIENTAL,Fecha sentencia: 23-08-2021,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Servicio de evaluación ambiental (SEA), Sistema de Evaluación de Impacto Ambiental (SEIA), Piscicultura, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?e6er
Rol: 4223-2021,Caratulado: CORPORACIÓN PRIVADA PARA EL DESARROLLO DE AYSÉN CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACIÓN AMBIENTAL (A)*,Fecha sentencia: 09-08-2021,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Admisibilidad del recurso de casación en el fondo, Naturaleza jurídica de la resolución impugnada, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Comisión de Evaluación Ambiental de la Región de Aysén, Invalidación facultad, Invalidación impropia, Participación ciudadana, Resoluciones susceptibles de recurso de casación en el fondo, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO (M),Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?enzl
Rol: 4222-2021,Caratulado: CORPORACIÓN PRIVADA PARA EL DESARROLLO DE AYSÉN CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACIÓN AMBIENTAL(A)*,Fecha sentencia: 09-08-2021,Admisibilidad del recurso de casación en el fondo,Resoluciones susceptibles de casación en el fondo,"Servicio de evaluación ambiental (SEA), Solicitud de invalidación, Admisibilidad del recurso de casación en el fondo, Sentencia definitiva, Inadmisibilidad del recurso de casación en el fondo, Naturaleza jurídica de la resolución impugnada, Declaración de Impacto Ambiental (DIA), Invalidación impropia, Participación ciudadana, Resoluciones susceptibles de recurso de casación en el fondo, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO (M),Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?emsf
Rol: 3647-2019,Caratulado: HECTOR RUBEN SANHUEZA Y OTRO CON COLBÚN S.A. **(A),Fecha sentencia: 03-08-2021,Daño ambiental,Reparación,"Principio preventivo, Presunción de culpa, Ausencia de error de derecho, Daño ambiental, No se denuncia infracción a la norma decisoria litis, Central Termoeléctrica Santa María, Componente ambiental afectado, Reparación del daño, Evaluación de Impacto Ambiental, Componente aire, Componente agua, Colbún Transmisión S.A., Ausencia de vulneración a reglas de la sana crítica","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dvpm
Rol: 6960-2021,Caratulado: AGUIRRE/MINISTERIO DEL MEDIO AMBIENTE,Fecha sentencia: 02-08-2021,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Solicitud de invalidación, Inundación, Falta de fundamentación del acto administrativo, Ministerio del Medio Ambiente (MMA), Falta de competencia, Corporación Nacional Forestal (CONAF), Zona de protección, Alegaciones nuevas, Santuario de la Naturaleza Carlos Andwandter, Isla, Infracción de normas reguladoras de la prueba, Reclamación en contra de una invalidación ambiental, Cartografía","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dfwq
Rol: 43698-2020,Caratulado: CHADWICK DITTBORN ARTURO CON CON SERVICIO DE EVALUACION AMBIENTAL. (A),Fecha sentencia: 28-07-2021,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Legitimación activa, Principio de impugnabilidad, Servicio de Evaluación Ambiental, Acumulación de autos, Agotamiento de la vía administrativa, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Resoluciones contradictorias, Comité de Ministros, Reclamación en contra de una invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?e6es
Rol: 29065-2019,Caratulado: MORENO ROZAS HUGO Y OTRO CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL (RELATOR: SR.DANILO QUEZADA),Fecha sentencia: 21-07-2021,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Derecho a vivir en un medio ambiente libre de contaminación, Normas reguladoras de la prueba, Principio de participación ciudadana, Servicio de Evaluación Ambiental, Sistema de Evaluación de Impacto Ambiental (SEIA), Comité de Ministros, Fraccionamiento de proyecto, Obstrucción o restricción a la libre circulación, conectividad o el aumento significativo de los tiempos de desplazamiento, Participación ciudadana, Reclamación de participación ciudadana en el SEIA, Residuos industriales, Principio de cooperación, Calidad de vida, Hechos establecidos por los jueces del fondo son inamovibles, Comunidades o grupos humanos, No denuncia el quebrantamiento o desatención de concreta regla de la sana crítica","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?di1c
Rol: 29065-2019,Caratulado: MORENO ROZAS HUGO Y OTRO CON DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACION AMBIENTAL (RELATOR: SR.DANILO QUEZADA),Fecha sentencia: 21-07-2021,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Competencia, Servicio de Evaluación Ambiental, Resolución de Calificación Ambiental (RCA), Comisión de Evaluación Ambiental de la Región Metropolitana, Participación ciudadana, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dphu
Rol: 14075-2021,Caratulado: DIRECTOR EJECUTIVO DEL SERVICIO DE EVALUACIÓN AMBIENTAL/COMUNIDAD INDÍGENA ATAP,Fecha sentencia: 14-07-2021,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Evaluación ambiental, Manifiesta falta de fundamento, Recurso de reclamación, Sana crítica, Ultra petita, Admisibilidad del recurso de casación en el fondo, Invalidación administrativa, Admisibilidad del recurso de casación en la forma, Evaluación deficiente, Comunidades indígenas, Falta de información, Área de influencia, Concesión acuícola, Declaración de Impacto Ambiental (DIA), Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Informe Consolidado de Aclaraciones, Rectificaciones y Ampliaciones (ICSARA), Reclamación en contra de la invalidación ambiental, Tercero absoluto, Efecto adverso significativo, Comisión de Evaluación Ambiental de la región de Magallanes y Antártica Chilena, Biota marina, Acto administrativo de carácter ambiental, Impacto significativo, Centro de cultivo de salmónidos, Titular de proyecto ambiental entrega información insuficiente, Seno taraba","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA,CASACIÓN F(M)",Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?egxj
Rol: 99487-2020,Caratulado: AGRÍCOLA SANTIS FRUT LIMITADA CON SUPERINTENDENCIA DEL MEDIO AMBIENTE (A),Fecha sentencia: 22-06-2021,Potestad sancionadora y fiscalizadora,Multa,"Infracción permanente, Multa, Levantamiento del velo corporativo, Proporcionalidad de la sanción, Procedencia excepción de prescripción, Reclamación en contra de una resolución de la SMA, Potestad sancionadora y fiscalizadora, Revocación de la Resolución de Calificación Ambiental, Infracción a la sana crítica, Vicios de congruencia, Sociedades relacionadas, Disconformidad con la valoración de la prueba","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN AMBIENTAL,https://juris.pjud.cl/busqueda/u?dkzv
